phone.number,account.length,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.day.charge,total.eve.minutes,total.eve.calls,total.eve.charge,total.night.minutes,total.night.calls,total.night.charge,total.intl.minutes,total.intl.calls,total.intl.charge,number.customer.service.calls
 348-5559,95, no, yes,27,190.8,76,32.44,177.5,104,15.09,227.3,95,10.23,5.9,1,1.59,2
 376-7462,30, no, no,0,195.2,100,33.18,179.8,95,15.28,298.3,115,13.42,11.5,4,3.11,1
 351-9727,56, no, no,0,245.5,39,41.74,231.8,116,19.7,156.9,68,7.06,10.1,10,2.73,5
 390-7940,172, no, no,0,290.5,123,49.39,253,77,21.51,159.3,96,7.17,11.3,5,3.05,2
 396-2691,82, no, yes,23,165.2,103,28.08,193.9,78,16.48,170.9,90,7.69,11.8,2,3.19,1
 337-1761,96, no, yes,28,66.6,147,11.32,297,121,25.25,144.2,106,6.49,13,3,3.51,2
 358-7548,95, no, no,0,198.9,101,33.81,209.7,91,17.82,145.3,55,6.54,11.4,4,3.08,1
 383-3965,97, no, no,0,169.2,91,28.76,224.6,122,19.09,108,115,4.86,13,5,3.51,1
 368-1503,115, no, no,0,275.5,76,46.84,225.8,82,19.19,327.3,87,14.73,4.8,2,1.3,3
 333-8838,94, no, no,0,226.6,119,38.52,199.8,111,16.98,219.4,141,9.87,11.7,2,3.16,3
 396-5534,88, no, no,0,158.2,130,26.89,234.6,91,19.94,291,117,13.1,12.9,3,3.48,2
 396-4480,95, no, no,0,186.4,85,31.69,173.4,100,14.74,294.7,73,13.26,9.1,5,2.46,1
 344-5336,90, no, yes,32,194,83,32.98,151.7,111,12.89,205.8,111,9.26,9.3,4,2.51,1
 360-7929,52, no, no,0,165.8,94,28.19,192.8,135,16.39,247.8,64,11.15,12.4,7,3.35,3
 355-4217,91, no, no,0,143.2,127,24.34,103,89,8.76,233.5,94,10.51,12.7,3,3.43,2
 389-6975,163, no, no,0,238.6,107,40.56,178,85,15.13,196,124,8.82,6.2,4,1.67,1
 398-4383,145, yes, no,0,113,63,19.21,187,131,15.9,146.8,61,6.61,10.9,7,2.94,1
 394-5472,112, no, no,0,136.1,95,23.14,163.8,111,13.92,157.2,118,7.07,8.9,5,2.4,1
 367-5080,116, no, no,0,149.6,74,25.43,167.9,92,14.27,174.1,100,7.83,16.4,7,4.43,0
 415-7640,95, no, no,0,232,80,39.44,126.1,94,10.72,109.6,117,4.93,12,6,3.24,1
 396-7938,49, no, no,0,167.2,94,28.42,218.1,121,18.54,313.1,109,14.09,7.8,5,2.11,3
 343-4014,121, no, no,0,162.4,87,27.61,285.2,104,24.24,117.4,125,5.28,5.8,5,1.57,2
 411-1450,39, no, no,0,189.6,89,32.23,251.6,116,21.39,230.9,105,10.39,5.4,8,1.46,3
 385-8393,41, no, yes,24,247.6,97,42.09,199.7,106,16.97,217.7,91,9.8,12.1,6,3.27,1
 334-5429,60, no, no,0,179.4,108,30.5,263.2,74,22.37,133.3,78,6,13.4,7,3.62,2
 351-2839,158, no, no,0,245.1,68,41.67,195.8,100,16.64,244.2,80,10.99,11.5,4,3.11,2
 415-1527,121, no, yes,12,127.2,56,21.62,241.6,114,20.54,176.6,84,7.95,13.2,3,3.56,3
 336-2264,14, no, no,0,271.9,104,46.22,171.4,104,14.57,239.2,111,10.76,13.8,4,3.73,2
 402-7333,45, no, no,0,142.7,80,24.26,205.4,135,17.46,228.1,87,10.26,12,11,3.24,2
 388-4326,154, no, no,0,94.5,97,16.07,178.2,127,15.15,230.2,99,10.36,9.2,3,2.48,2
 416-8998,95, no, yes,44,173.3,114,29.46,152.3,78,12.95,144.4,118,6.5,12.3,3,3.32,2
 367-5148,127, no, no,0,241.7,115,41.09,141.5,96,12.03,170.7,94,7.68,4.5,5,1.22,2
 338-3883,74, yes, no,0,267.5,134,45.48,242.5,110,20.61,223,108,10.04,8.3,4,2.24,3
 368-6335,26, no, no,0,290.1,143,49.32,245.7,97,20.88,147,80,6.61,7.4,4,2,2
 419-2467,78, no, yes,28,246,136,41.82,147.5,99,12.54,118.8,99,5.35,4,2,1.08,2
 414-9921,122, no, no,0,216.5,60,36.81,250.3,140,21.28,247,99,11.12,5.7,6,1.54,2
 347-2481,101, no, yes,24,240.5,103,40.89,280.5,78,23.84,212.8,69,9.58,10.4,5,2.81,2
 376-2544,67, no, no,0,284.5,104,48.37,88.6,71,7.53,171.4,93,7.71,12.5,4,3.38,1
 348-4821,142, no, no,0,131.7,85,22.39,239.6,118,20.37,235.1,77,10.58,8.9,3,2.4,1
 408-8744,183, no, yes,31,211.9,126,36.02,224.3,125,19.07,226.2,125,10.18,13.8,2,3.73,1
 333-6431,202, no, no,0,168.9,88,28.71,235.8,98,20.04,273.2,108,12.29,14.6,3,3.94,3
 358-2875,24, yes, no,0,230.5,126,39.19,184.7,128,15.7,159.1,152,7.16,10.6,3,2.86,1
 409-6092,36, no, no,0,195.5,77,33.24,156.3,108,13.29,217.8,133,9.8,7.3,2,1.97,1
 342-4371,167, no, no,0,112.3,101,19.09,204.8,140,17.41,141.2,118,6.35,13.3,2,3.59,1
 364-3331,118, no, no,0,103.6,107,17.61,82,149,6.97,169.5,103,7.63,6.6,6,1.78,0
 404-1439,136, no, no,0,121.5,80,20.66,220.1,97,18.71,179.5,94,8.08,10.4,5,2.81,1
 415-2123,77, no, no,0,175.8,116,29.89,156.2,125,13.28,237.4,106,10.68,5,4,1.35,0
 334-3001,85, no, no,0,187,95,31.79,163.6,136,13.91,212.3,105,9.55,7.9,2,2.13,2
 412-5379,133, no, no,0,165.9,98,28.2,161.9,110,13.76,208.9,120,9.4,11.2,11,3.02,2
 348-8585,122, no, no,0,152,86,25.84,162.8,61,13.84,161.9,98,7.29,9.3,3,2.51,1
 336-7727,52, yes, yes,27,207.5,92,35.28,182.8,92,15.54,189,68,8.5,9.8,3,2.65,2
 336-1079,136, no, no,0,232.9,119,39.59,191,103,16.24,222.5,59,10.01,10.7,3,2.89,0
 417-5848,19, no, no,0,146.8,99,24.96,190.5,101,16.19,146.1,68,6.57,9.3,2,2.51,0
 419-9250,140, no, no,0,201.9,114,34.32,181.7,97,15.44,184.5,122,8.3,12.1,10,3.27,0
 335-7325,119, no, no,0,121.4,95,20.64,230.9,81,19.63,163.6,103,7.36,13.8,4,3.73,2
 345-9837,139, no, no,0,201.8,121,34.31,238.6,89,20.28,174.1,151,7.83,13.5,4,3.65,1
 421-2652,122, no, no,0,265.7,130,45.17,47.3,116,4.02,140.3,103,6.31,8.7,1,2.35,3
 331-7160,80, no, yes,34,243.4,96,41.38,102.3,115,8.7,217.8,95,9.8,12.2,3,3.29,1
 416-8527,116, no, no,0,152.4,101,25.91,191,90,16.24,143,96,6.44,11.1,9,3,0
 409-9467,87, no, no,0,139.7,112,23.75,226.8,62,19.28,168.5,65,7.58,15.1,7,4.08,1
 384-5440,7, no, no,0,170.2,83,28.93,137.2,123,11.66,188,67,8.46,11.1,7,3,2
 352-2088,25, no, no,0,144.1,111,24.5,224.8,89,19.11,132.9,110,5.98,13.6,3,3.67,4
 403-6518,133, no, no,0,128.9,85,21.91,201.4,93,17.12,275.3,103,12.39,11.1,3,3,1
 412-6050,63, no, no,0,6.6,107,1.12,359.3,142,30.54,252.5,131,11.36,5.6,3,1.51,0
 403-8791,120, no, no,0,94.3,97,16.03,181.5,91,15.43,176.5,149,7.94,9.6,4,2.59,1
 337-4677,39, no, yes,17,230.7,122,39.22,207.1,85,17.6,208.9,73,9.4,9.2,1,2.48,3
 403-5421,132, yes, no,0,144.3,70,24.53,231.5,125,19.68,304.3,137,13.69,7,2,1.89,1
 361-4305,108, no, yes,30,126,124,21.42,202.4,84,17.2,186.4,99,8.39,8.6,1,2.32,1
 349-3935,155, no, no,0,281.6,103,47.87,152.7,82,12.98,196.8,86,8.86,7.4,3,2,2
 372-4073,152, no, no,0,298.1,113,50.68,228,119,19.38,228.1,98,10.26,8.2,4,2.21,4
 340-4491,76, no, no,0,143.3,98,24.36,309.1,101,26.27,207.3,122,9.33,11.4,3,3.08,2
 358-4511,95, no, no,0,88,81,14.96,145.9,109,12.4,237.7,90,10.7,9.8,2,2.65,2
 369-5325,120, no, no,0,121,139,20.57,270.4,121,22.98,141,90,6.35,5.3,8,1.43,1
 406-9445,51, no, yes,0,212.9,80,36.19,236.1,57,20.07,187.6,99,8.44,8.8,4,2.38,2
 356-6569,61, no, no,0,217.5,116,36.98,258.5,108,21.97,210.4,99,9.47,8.7,3,2.35,1
 369-2798,17, no, no,0,138.1,115,23.48,196.5,55,16.7,213.9,100,9.63,11.7,4,3.16,1
 420-2042,98, no, yes,40,212.1,90,36.06,233.9,110,19.88,234,84,10.53,7.1,4,1.92,0
 389-9887,181, no, yes,16,196,85,33.32,107.1,119,9.1,205.9,110,9.27,9.7,1,2.62,1
 406-7671,114, no, yes,23,186.2,95,31.65,258.3,129,21.96,183.9,93,8.28,7.8,6,2.11,0
 341-9275,111, yes, no,0,145.8,106,24.79,172.5,143,14.66,143.9,123,6.48,11.9,4,3.21,1
 361-5396,160, no, yes,33,137,100,23.29,203.5,82,17.3,218.7,64,9.84,5.8,4,1.57,2
 389-6407,58, no, no,0,191.3,120,32.52,216.4,124,18.39,100.3,132,4.51,8.6,9,2.32,3
 383-5256,71, no, no,0,232.7,97,39.56,208.2,85,17.7,194.3,113,8.74,10.2,7,2.75,1
 363-6514,89, no, no,0,86,105,14.62,215.5,102,18.32,185.7,83,8.36,8.2,3,2.21,3
 366-7180,71, no, yes,24,139.8,58,23.77,253.8,110,21.57,252.8,113,11.38,11.1,6,3,1
 416-7124,141, no, no,0,301.4,87,51.24,269.2,111,22.88,148.6,95,6.69,14.4,5,3.89,0
 360-5152,1, no, no,0,195,81,33.15,266.2,123,22.63,213.9,132,9.63,11.1,6,3,0
 334-8660,50, no, no,0,202,106,34.34,174.7,70,14.85,152.9,92,6.88,6,6,1.62,4
 330-8556,38, yes, no,0,211.6,87,35.97,106.9,68,9.09,239.2,99,10.76,14.1,11,3.81,0
 419-1982,110, no, no,0,272.5,113,46.33,288.9,113,24.56,172.4,96,7.76,10.1,5,2.73,2
 376-7004,77, yes, no,0,323.7,106,55.03,139.2,99,11.83,204.4,89,9.2,8.5,3,2.3,6
 366-7433,155, no, no,0,214.2,121,36.41,199.5,68,16.96,216.8,132,9.76,11.7,10,3.16,3
 361-4021,65, no, no,0,143.6,98,24.41,187.7,96,15.95,200.2,104,9.01,9.3,2,2.51,3
 366-8192,102, no, yes,32,135.7,108,23.07,216.5,134,18.4,160.5,125,7.22,13,7,3.51,1
 360-2821,97, no, yes,35,203.1,104,34.53,211.8,91,18,246.1,105,11.07,9.7,6,2.62,0
 379-3484,110, no, no,0,281.2,78,47.8,302.3,89,25.7,188.4,92,8.48,8.5,4,2.3,0
 403-8513,109, no, no,0,136.2,103,23.15,177.8,132,15.11,263.4,135,11.85,8.3,3,2.24,1
 345-8355,52, no, no,0,207.1,86,35.21,162,98,13.77,243,102,10.93,6,1,1.62,1
 398-5944,122, no, no,0,189.9,87,32.28,193.9,118,16.48,177.4,114,7.98,15.6,2,4.21,0
 339-2838,121, no, no,0,245.9,113,41.8,210.8,94,17.92,187.9,108,8.46,10.4,8,2.81,1
 350-7147,66, no, no,0,145.6,105,24.75,250.9,82,21.33,156.6,102,7.05,12.2,7,3.29,1
 409-9439,82, no, no,0,202.9,96,34.49,234.2,105,19.91,217.4,123,9.78,10.1,3,2.73,4
 364-2624,129, no, yes,23,210.7,119,35.82,137.4,51,11.68,248.2,92,11.17,7.9,6,2.13,2
 400-7992,93, no, no,0,217.2,92,36.92,204.5,83,17.38,157.9,101,7.11,11.4,10,3.08,1
 381-8810,41, no, yes,43,158.9,96,27.01,280.4,117,23.83,216.5,97,9.74,10.8,4,2.92,2
 357-1102,120, no, no,0,198,101,33.66,190.2,74,16.17,241.2,105,10.85,8.3,10,2.24,4
 378-2128,149, no, yes,28,212.8,117,36.18,159.9,86,13.59,222.7,88,10.02,0,0,0,1
 334-5912,102, no, no,0,145.8,59,24.79,223.1,109,18.96,219.2,104,9.86,9.8,3,2.65,0
 395-9139,62, yes, no,0,180.9,121,30.75,134.3,107,11.42,179.3,74,8.07,8.6,2,2.32,2
 367-8983,80, no, no,0,209.9,109,35.68,226.1,56,19.22,154.2,121,6.94,9,5,2.43,1
 388-1635,30, no, no,0,112.9,81,19.19,224.8,68,19.11,188.4,122,8.48,11.3,7,3.05,4
 373-5950,89, no, no,0,242.5,71,41.23,213.3,109,18.13,231,84,10.4,6.3,3,1.7,3
 353-4406,57, no, no,0,190.1,114,32.32,274.5,96,23.33,132.5,122,5.96,9.2,5,2.48,3
 373-7237,145, no, no,0,185.9,106,31.6,209.7,112,17.82,224.7,87,10.11,9.3,4,2.51,2
 374-1198,132, no, no,0,265.8,122,45.19,285.1,90,24.23,183.6,124,8.26,13.6,9,3.67,2
 360-5514,73, no, no,0,184.7,109,31.4,161.3,108,13.71,148.8,103,6.7,11.3,4,3.05,2
 338-6365,57, no, no,0,217.1,115,36.91,258.6,92,21.98,173.7,117,7.82,12.6,6,3.4,2
 412-5694,175, no, no,0,161.2,121,27.4,136.7,109,11.62,103.3,63,4.65,9.6,9,2.59,1
 407-8340,50, no, no,0,198.7,114,33.78,141.5,90,12.03,293,79,13.18,10.5,5,2.84,4
 386-8818,114, yes, yes,28,136.4,93,23.19,170,90,14.45,191.5,73,8.62,14.6,4,3.94,2
 365-3109,154, no, no,0,162,87,27.54,199.5,147,16.96,243,66,10.93,1.1,5,0.3,1
 359-3038,152, no, no,0,189.5,108,32.22,218.4,69,18.56,291.1,81,13.1,11,2,2.97,3
 371-7202,102, no, yes,18,144.4,76,24.55,160.7,97,13.66,200.8,101,9.04,9.3,4,2.51,0
 420-7053,110, no, no,0,170.1,87,28.92,216.6,98,18.41,225,88,10.13,10.8,3,2.92,2
 358-4500,90, no, no,0,104,104,17.68,170.9,106,14.53,158.8,99,7.15,8.7,5,2.35,4
 413-2362,130, no, no,0,119.4,99,20.3,226.3,97,19.24,202.7,111,9.12,11.3,7,3.05,0
 341-9349,88, no, no,0,204.8,100,34.82,193.9,98,16.48,190.9,62,8.59,2,11,0.54,1
 412-6600,97, no, no,0,197.8,122,33.63,208.2,147,17.7,106.3,115,4.78,15.1,4,4.08,1
 358-1235,115, no, no,0,211.1,112,35.89,227.8,113,19.36,179.6,110,8.08,7.2,2,1.94,0
 331-4983,88, no, no,0,202.6,139,34.44,210.7,123,17.91,81.1,86,3.65,9.8,8,2.65,1
 357-5946,137, yes, no,0,312.4,110,53.11,231.1,73,19.64,120.1,78,5.4,10.6,2,2.86,1
 417-7127,128, no, yes,41,184.8,76,31.42,160.6,86,13.65,162,131,7.29,9.8,6,2.65,2
 338-9678,71, no, no,0,123.8,130,21.05,226.5,91,19.25,213.9,96,9.63,8.8,7,2.38,2
 406-7312,91, no, no,0,34.5,85,5.87,192.3,80,16.35,256.3,71,11.53,7.9,7,2.13,0
 365-4747,47, yes, yes,31,140.6,114,23.9,264.6,44,22.49,238.7,121,10.74,9.7,4,2.62,2
 329-8503,126, no, no,0,150.8,105,25.64,157.1,85,13.35,210,102,9.45,10.7,3,2.89,0
 335-3391,92, no, no,0,192.1,87,32.66,193,122,16.41,133.4,79,6,10.7,2,2.89,1
 420-6860,36, no, no,0,175.7,69,29.87,154.8,98,13.16,208.2,68,9.37,9.5,2,2.57,0
 341-8645,122, no, no,0,93.3,109,15.86,214.4,104,18.22,176.7,104,7.95,12.1,2,3.27,0
 411-2765,117, no, no,0,212.1,133,36.06,276.6,94,23.51,195.5,124,8.8,9.5,3,2.57,2
 356-7381,131, no, no,0,43.3,118,7.36,178.5,113,15.17,185.9,120,8.37,10.6,4,2.86,0
 363-2715,133, no, no,0,173.1,126,29.43,200,98,17,231,103,10.4,10.8,1,2.92,1
 409-8074,128, no, yes,28,115.4,96,19.62,185.4,94,15.76,209.3,69,9.42,17.7,4,4.78,0
 357-1624,81, no, no,0,190.9,92,32.45,208.7,132,17.74,120.8,98,5.44,11.4,6,3.08,1
 342-2543,81, no, no,0,234.1,105,39.8,237.4,88,20.18,240.6,85,10.83,11.4,4,3.08,1
 347-4427,96, no, no,0,102.1,74,17.36,93.7,88,7.96,236.2,125,10.63,14,2,3.78,1
 411-9580,93, no, no,0,131.9,91,22.42,203.8,92,17.32,205.6,121,9.25,6.8,3,1.84,1
 338-1170,145, no, no,0,135,122,22.95,206.3,88,17.54,210.4,90,9.47,19.7,4,5.32,0
 356-5217,53, yes, no,0,145,80,24.65,228.4,82,19.41,169.4,109,7.62,8.9,5,2.4,0
 389-4921,108, no, no,0,170.3,48,28.95,187.7,146,15.95,204,84,9.18,16.1,4,4.35,3
 330-3162,52, no, no,0,188.7,99,32.08,210.4,89,17.88,191.4,103,8.61,10.8,2,2.92,1
 408-8236,73, no, no,0,177.2,118,30.12,270.5,84,22.99,241.8,112,10.88,12.3,2,3.32,3
 408-3742,61, no, no,0,7.2,97,1.22,221.8,78,18.85,174.5,94,7.85,12,4,3.24,1
 360-8716,86, no, no,0,181.1,124,30.79,229.5,105,19.51,122.2,91,5.5,5.6,6,1.51,5
 400-1731,137, no, no,0,151.8,90,25.81,229.6,68,19.52,171.8,122,7.73,10.8,5,2.92,2
 341-2423,74, no, no,0,159.4,86,27.1,210,122,17.85,172.4,99,7.76,8.5,2,2.3,1
 344-6099,118, no, yes,31,226.6,99,38.52,164.9,136,14.02,189.3,120,8.52,10.2,5,2.75,3
 364-2584,125, no, no,0,214.7,115,36.5,260.6,94,22.15,266.3,123,11.98,7.4,6,2,3
 397-4141,127, no, yes,27,157.6,107,26.79,280.6,49,23.85,75.1,77,3.38,8,4,2.16,1
 397-4475,80, no, no,0,157,101,26.69,208.8,127,17.75,113.3,109,5.1,16.2,2,4.37,2
 407-6315,150, no, no,0,170,115,28.9,162.7,138,13.83,267.2,77,12.02,8.3,2,2.24,0
 364-8203,140, no, no,0,244.7,115,41.6,258.6,101,21.98,231.3,112,10.41,7.5,6,2.03,1
 410-3888,97, no, no,0,252.6,89,42.94,340.3,91,28.93,256.5,67,11.54,8.8,5,2.38,1
 355-3630,83, no, no,0,188.3,70,32.01,243.8,88,20.72,213.7,79,9.62,10.3,6,2.78,0
 411-9655,73, no, no,0,177.9,89,30.24,131.2,82,11.15,186.2,89,8.38,11.5,6,3.11,3
 417-1886,75, no, no,0,170.7,101,29.02,193.1,126,16.41,129.1,104,5.81,6.9,7,1.86,1
 365-8751,50, no, yes,40,235.7,127,40.07,223,126,18.96,297.5,116,13.39,9.9,5,2.67,2
 334-9736,152, no, no,0,184.2,90,31.31,256.8,73,21.83,213.6,113,9.61,14.7,2,3.97,3
 333-6861,61, no, no,0,140.6,89,23.9,172.8,128,14.69,212.4,97,9.56,13.6,4,3.67,1
 394-2206,109, no, no,0,188.8,67,32.1,171.7,92,14.59,224.4,89,10.1,8.5,6,2.3,0
 373-8058,86, no, yes,34,129.4,102,22,267.1,104,22.7,154.8,100,6.97,9.3,16,2.51,0
